,Data,Vendedor,Produto,Forma Pagamento,Preço Unitário,Qtd,Unnamed: 7,Unnamed: 8
1867,10/12/2016,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,3,,
1868,10/13/2016,Camila Souza,Produto A,Boleto Bancário,R$ 445.50,1,,
1869,10/13/2016,Clara Nunes,Produto C,Dinheiro,R$ 148.50,1,,
1870,10/13/2016,Camila Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
1871,10/13/2016,Felipe Melo,Produto I,Boleto Bancário,R$ 759.00,1,,
1872,10/13/2016,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
1873,10/14/2016,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,1,,
1874,10/14/2016,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
1875,10/14/2016,Clara Nunes,Produto H,Cartão de Crédito,R$ 396.00,2,,
1876,10/14/2016,Clara Nunes,Produto A,Dinheiro,R$ 445.50,1,,
1877,10/14/2016,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
1878,10/15/2016,Felipe Melo,Produto B,Cartão de Crédito,R$ 577.50,1,,
1879,10/16/2016,Clara Nunes,Produto D,Boleto Bancário,R$ 759.00,3,,
1880,10/16/2016,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,1,,
1881,10/16/2016,Felipe Melo,Produto G,Cartão de Crédito,R$ 165.00,1,,
1882,10/16/2016,Felipe Melo,Produto J,Cartão de Crédito,R$ 66.00,1,,
1883,10/16/2016,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,1,,
1884,10/17/2016,Camila Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
1885,10/17/2016,Camila Souza,Produto A,Dinheiro,R$ 445.50,1,,
1886,10/18/2016,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,1,,
1887,10/18/2016,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
1888,10/19/2016,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
1889,10/19/2016,Diana Martins,Produto J,Dinheiro,R$ 66.00,1,,
1890,10/19/2016,Renato Souza,Produto F,Cartão de Crédito,R$ 478.50,2,,
1891,10/20/2016,Diana Martins,Produto D,Dinheiro,R$ 759.00,1,,
1892,10/20/2016,Felipe Melo,Produto C,Dinheiro,R$ 148.50,1,,
1893,10/21/2016,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,1,,
1894,10/21/2016,Clara Nunes,Produto B,Cartão de Crédito,R$ 577.50,1,,
1895,10/22/2016,Diana Martins,Produto F,Boleto Bancário,R$ 478.50,1,,
1896,10/23/2016,Felipe Melo,Produto D,Cartão de Crédito,R$ 759.00,2,,
1897,10/24/2016,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
1898,10/25/2016,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,2,,
1899,10/25/2016,Renato Souza,Produto J,Boleto Bancário,R$ 66.00,1,,
1900,10/27/2016,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,2,,
1901,10/27/2016,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
1902,10/28/2016,Diana Martins,Produto E,Cartão de Crédito,R$ 709.50,1,,
1903,10/28/2016,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,1,,
1904,10/29/2016,Anderson Gomes,Produto A,Dinheiro,R$ 445.50,1,,
1905,10/29/2016,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
1906,10/29/2016,Clara Nunes,Produto H,Cartão de Crédito,R$ 396.00,1,,
1907,10/29/2016,Clara Nunes,Produto B,Cartão de Crédito,R$ 577.50,1,,
1908,10/29/2016,Diana Martins,Produto H,Cartão de Crédito,R$ 396.00,3,,
1909,10/30/2016,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,1,,
1910,10/30/2016,Felipe Melo,Produto F,Dinheiro,R$ 478.50,1,,
1911,10/31/2016,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,2,,
1912,10/31/2016,Anderson Gomes,Produto B,Cartão de Crédito,R$ 577.50,1,,
1913,10/31/2016,Renato Souza,Produto H,Dinheiro,R$ 396.00,1,,
1914,11/1/2016,Anderson Gomes,Produto J,Dinheiro,R$ 66.00,1,,
1915,11/1/2016,Camila Souza,Produto G,Dinheiro,R$ 165.00,1,,
1916,11/1/2016,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,3,,
1917,11/2/2016,Camila Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
1918,11/2/2016,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,1,,
1919,11/2/2016,Renato Souza,Produto A,Dinheiro,R$ 445.50,1,,
1920,11/2/2016,Camila Souza,Produto J,Boleto Bancário,R$ 66.00,3,,
1921,11/3/2016,Diana Martins,Produto D,Cartão de Crédito,R$ 759.00,3,,
1922,11/3/2016,Felipe Melo,Produto G,Cartão de Crédito,R$ 165.00,1,,
1923,11/4/2016,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,1,,
1924,11/5/2016,Camila Souza,Produto J,Cartão de Crédito,R$ 66.00,3,,
1925,11/5/2016,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,1,,
1926,11/6/2016,Diana Martins,Produto E,Cartão de Crédito,R$ 709.50,1,,
1927,11/7/2016,Renato Souza,Produto H,Dinheiro,R$ 396.00,1,,
1928,11/7/2016,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,3,,
1929,11/8/2016,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,1,,
1930,11/8/2016,Renato Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
1931,11/8/2016,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,3,,
1932,11/8/2016,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,1,,
1933,11/8/2016,Camila Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
1934,11/8/2016,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,1,,
1935,11/9/2016,Felipe Melo,Produto A,Dinheiro,R$ 445.50,1,,
1936,11/9/2016,Felipe Melo,Produto B,Cartão de Crédito,R$ 577.50,1,,
1937,11/9/2016,Camila Souza,Produto D,Cartão de Crédito,R$ 759.00,3,,
1938,11/9/2016,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,1,,
1939,11/10/2016,Anderson Gomes,Produto B,Cartão de Crédito,R$ 577.50,1,,
1940,11/10/2016,Camila Souza,Produto F,Dinheiro,R$ 478.50,1,,
1941,11/10/2016,Clara Nunes,Produto C,Dinheiro,R$ 148.50,1,,
1942,11/11/2016,Diana Martins,Produto C,Cartão de Crédito,R$ 148.50,1,,
1943,11/11/2016,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
1944,11/11/2016,Clara Nunes,Produto G,Boleto Bancário,R$ 165.00,1,,
1945,11/12/2016,Renato Souza,Produto D,Dinheiro,R$ 759.00,1,,
1946,11/12/2016,Felipe Melo,Produto F,Dinheiro,R$ 478.50,2,,
1947,11/14/2016,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,1,,
1948,11/16/2016,Felipe Melo,Produto A,Boleto Bancário,R$ 445.50,1,,
1949,11/16/2016,Camila Souza,Produto A,Cartão de Crédito,R$ 445.50,3,,
1950,11/17/2016,Anderson Gomes,Produto D,Cartão de Crédito,R$ 759.00,3,,
1951,11/17/2016,Felipe Melo,Produto D,Cartão de Crédito,R$ 759.00,1,,
1952,11/17/2016,Camila Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
1953,11/18/2016,Camila Souza,Produto C,Boleto Bancário,R$ 148.50,1,,
1954,11/18/2016,Diana Martins,Produto D,Boleto Bancário,R$ 759.00,1,,
1955,11/18/2016,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
1956,11/19/2016,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,1,,
1957,11/19/2016,Anderson Gomes,Produto C,Dinheiro,R$ 148.50,2,,
1958,11/19/2016,Anderson Gomes,Produto B,Boleto Bancário,R$ 577.50,1,,
1959,11/20/2016,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,1,,
1960,11/20/2016,Clara Nunes,Produto E,Boleto Bancário,R$ 709.50,1,,
1961,11/20/2016,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,2,,
1962,11/20/2016,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,1,,
1963,11/21/2016,Renato Souza,Produto C,Dinheiro,R$ 148.50,1,,
1964,11/21/2016,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,1,,
1965,11/21/2016,Clara Nunes,Produto I,Dinheiro,R$ 759.00,1,,
1966,11/21/2016,Felipe Melo,Produto E,Cartão de Crédito,R$ 709.50,1,,
1967,11/22/2016,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
1968,11/22/2016,Renato Souza,Produto C,Boleto Bancário,R$ 148.50,1,,
1969,11/23/2016,Diana Martins,Produto E,Dinheiro,R$ 709.50,2,,
1970,11/23/2016,Anderson Gomes,Produto A,Dinheiro,R$ 445.50,3,,
1971,11/26/2016,Clara Nunes,Produto C,Cartão de Crédito,R$ 148.50,1,,
1972,11/26/2016,Camila Souza,Produto B,Boleto Bancário,R$ 577.50,1,,
1973,11/26/2016,Felipe Melo,Produto G,Cartão de Crédito,R$ 165.00,1,,
1974,11/27/2016,Felipe Melo,Produto H,Boleto Bancário,R$ 396.00,1,,
1975,11/27/2016,Anderson Gomes,Produto C,Boleto Bancário,R$ 148.50,2,,
1976,11/27/2016,Camila Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
1977,11/29/2016,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,3,,
1978,11/29/2016,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,2,,
1979,11/30/2016,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,1,,
1980,11/30/2016,Renato Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
1981,11/30/2016,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
1982,12/1/2016,Camila Souza,Produto H,Dinheiro,R$ 396.00,1,,
1983,12/1/2016,Felipe Melo,Produto B,Boleto Bancário,R$ 577.50,1,,
1984,12/1/2016,Renato Souza,Produto F,Boleto Bancário,R$ 478.50,1,,
1985,12/1/2016,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
1986,12/2/2016,Felipe Melo,Produto D,Boleto Bancário,R$ 759.00,1,,
1987,12/2/2016,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,3,,
1988,12/3/2016,Camila Souza,Produto B,Boleto Bancário,R$ 577.50,1,,
1989,12/4/2016,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,3,,
1990,12/5/2016,Clara Nunes,Produto H,Dinheiro,R$ 396.00,1,,
1991,12/5/2016,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
1992,12/5/2016,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
1993,12/5/2016,Renato Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
1994,12/5/2016,Clara Nunes,Produto C,Dinheiro,R$ 148.50,1,,
1995,12/6/2016,Camila Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
1996,12/8/2016,Renato Souza,Produto B,Boleto Bancário,R$ 577.50,1,,
1997,12/8/2016,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,1,,
1998,12/8/2016,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,2,,
1999,12/9/2016,Clara Nunes,Produto J,Dinheiro,R$ 66.00,1,,
2000,12/9/2016,Anderson Gomes,Produto B,Cartão de Crédito,R$ 577.50,3,,
2001,12/10/2016,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,2,,
2002,12/10/2016,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,1,,
2003,12/10/2016,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
2004,12/10/2016,Renato Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
2005,12/11/2016,Anderson Gomes,Produto B,Dinheiro,R$ 577.50,1,,
2006,12/11/2016,Renato Souza,Produto C,Dinheiro,R$ 148.50,1,,
2007,12/11/2016,Renato Souza,Produto C,Dinheiro,R$ 148.50,1,,
2008,12/11/2016,Felipe Melo,Produto J,Dinheiro,R$ 66.00,1,,
2009,12/12/2016,Felipe Melo,Produto C,Cartão de Crédito,R$ 148.50,1,,
2010,12/12/2016,Diana Martins,Produto J,Boleto Bancário,R$ 66.00,1,,
2011,12/13/2016,Diana Martins,Produto G,Cartão de Crédito,R$ 165.00,1,,
2012,12/13/2016,Diana Martins,Produto G,Cartão de Crédito,R$ 165.00,1,,
2013,12/13/2016,Diana Martins,Produto A,Dinheiro,R$ 445.50,1,,
2014,12/14/2016,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
2015,12/14/2016,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,3,,
2016,12/15/2016,Renato Souza,Produto E,Cartão de Crédito,R$ 709.50,3,,
2017,12/15/2016,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
2018,12/15/2016,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
2019,12/16/2016,Diana Martins,Produto C,Dinheiro,R$ 148.50,1,,
2020,12/16/2016,Anderson Gomes,Produto D,Dinheiro,R$ 759.00,1,,
2021,12/16/2016,Camila Souza,Produto G,Dinheiro,R$ 165.00,3,,
2022,12/17/2016,Anderson Gomes,Produto D,Cartão de Crédito,R$ 759.00,1,,
2023,12/17/2016,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
2024,12/17/2016,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,1,,
2025,12/18/2016,Camila Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
2026,12/18/2016,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
2027,12/18/2016,Renato Souza,Produto C,Boleto Bancário,R$ 148.50,1,,
2028,12/19/2016,Renato Souza,Produto E,Boleto Bancário,R$ 709.50,1,,
2029,12/20/2016,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,3,,
2030,12/20/2016,Renato Souza,Produto F,Boleto Bancário,R$ 478.50,1,,
2031,12/21/2016,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
2032,12/22/2016,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
2033,12/22/2016,Diana Martins,Produto F,Cartão de Crédito,R$ 478.50,1,,
2034,12/23/2016,Diana Martins,Produto D,Boleto Bancário,R$ 759.00,3,,
2035,12/23/2016,Clara Nunes,Produto G,Dinheiro,R$ 165.00,1,,
2036,12/24/2016,Felipe Melo,Produto F,Boleto Bancário,R$ 478.50,1,,
2037,12/24/2016,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,2,,
2038,12/24/2016,Renato Souza,Produto I,Dinheiro,R$ 759.00,1,,
2039,12/24/2016,Camila Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
2040,12/25/2016,Anderson Gomes,Produto F,Boleto Bancário,R$ 478.50,1,,
2041,12/25/2016,Camila Souza,Produto I,Dinheiro,R$ 759.00,1,,
2042,12/25/2016,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,1,,
2043,12/25/2016,Felipe Melo,Produto D,Boleto Bancário,R$ 759.00,2,,
2044,12/25/2016,Anderson Gomes,Produto H,Dinheiro,R$ 396.00,1,,
2045,12/26/2016,Clara Nunes,Produto C,Cartão de Crédito,R$ 148.50,1,,
2046,12/26/2016,Diana Martins,Produto D,Dinheiro,R$ 759.00,1,,
2047,12/26/2016,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
2048,12/27/2016,Renato Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
2049,12/27/2016,Anderson Gomes,Produto G,Boleto Bancário,R$ 165.00,1,,
2050,12/27/2016,Camila Souza,Produto D,Boleto Bancário,R$ 759.00,1,,
2051,12/27/2016,Diana Martins,Produto J,Boleto Bancário,R$ 66.00,1,,
2052,12/28/2016,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
2053,12/28/2016,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
2054,12/28/2016,Felipe Melo,Produto C,Cartão de Crédito,R$ 148.50,1,,
2055,12/28/2016,Diana Martins,Produto F,Cartão de Crédito,R$ 478.50,1,,
2056,12/28/2016,Felipe Melo,Produto B,Cartão de Crédito,R$ 577.50,1,,
2057,12/29/2016,Renato Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
2058,12/29/2016,Anderson Gomes,Produto B,Cartão de Crédito,R$ 577.50,2,,
2059,12/29/2016,Diana Martins,Produto I,Dinheiro,R$ 759.00,3,,
2060,12/29/2016,Renato Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
2061,12/29/2016,Felipe Melo,Produto C,Boleto Bancário,R$ 148.50,3,,
2062,12/29/2016,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,1,,
2063,12/29/2016,Diana Martins,Produto C,Dinheiro,R$ 148.50,3,,
2064,12/29/2016,Diana Martins,Produto B,Boleto Bancário,R$ 577.50,1,,
2065,12/29/2016,Anderson Gomes,Produto J,Boleto Bancário,R$ 66.00,1,,
2066,12/29/2016,Renato Souza,Produto I,Dinheiro,R$ 759.00,1,,
2067,12/30/2016,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,1,,
2068,12/31/2016,Clara Nunes,Produto B,Boleto Bancário,R$ 577.50,3,,
2069,12/31/2016,Felipe Melo,Produto J,Boleto Bancário,R$ 66.00,1,,
2070,12/31/2016,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,1,,
2071,12/31/2016,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,1,,
2072,1/1/2017,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
2073,1/1/2017,Camila Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
2074,1/2/2017,Diana Martins,Produto C,Cartão de Crédito,R$ 148.50,1,,
2075,1/2/2017,Clara Nunes,Produto D,Dinheiro,R$ 759.00,1,,
2076,1/2/2017,Felipe Melo,Produto G,Boleto Bancário,R$ 165.00,2,,
2077,1/2/2017,Camila Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
2078,1/3/2017,Renato Souza,Produto E,Cartão de Crédito,R$ 709.50,3,,
2079,1/3/2017,Felipe Melo,Produto D,Cartão de Crédito,R$ 759.00,1,,
2080,1/3/2017,Diana Martins,Produto I,Dinheiro,R$ 759.00,2,,
2081,1/4/2017,Diana Martins,Produto G,Cartão de Crédito,R$ 165.00,1,,
2082,1/5/2017,Renato Souza,Produto I,Dinheiro,R$ 759.00,1,,
2083,1/5/2017,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
2084,1/5/2017,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,1,,
2085,1/5/2017,Anderson Gomes,Produto D,Cartão de Crédito,R$ 759.00,2,,
2086,1/5/2017,Clara Nunes,Produto J,Boleto Bancário,R$ 66.00,3,,
2087,1/6/2017,Clara Nunes,Produto H,Cartão de Crédito,R$ 396.00,1,,
2088,1/6/2017,Renato Souza,Produto G,Cartão de Crédito,R$ 165.00,3,,
2089,1/6/2017,Anderson Gomes,Produto B,Cartão de Crédito,R$ 577.50,1,,
2090,1/6/2017,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,1,,
2091,1/7/2017,Clara Nunes,Produto I,Boleto Bancário,R$ 759.00,1,,
2092,1/7/2017,Diana Martins,Produto G,Cartão de Crédito,R$ 165.00,1,,
2093,1/7/2017,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,1,,
2094,1/7/2017,Clara Nunes,Produto C,Cartão de Crédito,R$ 148.50,1,,
2095,1/8/2017,Camila Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
2096,1/8/2017,Renato Souza,Produto C,Boleto Bancário,R$ 148.50,1,,
2097,1/8/2017,Diana Martins,Produto E,Cartão de Crédito,R$ 709.50,3,,
2098,1/9/2017,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,2,,
2099,1/9/2017,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,3,,
2100,1/9/2017,Diana Martins,Produto B,Boleto Bancário,R$ 577.50,1,,
2101,1/11/2017,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,3,,
2102,1/11/2017,Camila Souza,Produto G,Boleto Bancário,R$ 165.00,1,,
2103,1/11/2017,Camila Souza,Produto D,Boleto Bancário,R$ 759.00,2,,
2104,1/11/2017,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,1,,
2105,1/12/2017,Felipe Melo,Produto D,Cartão de Crédito,R$ 759.00,3,,
2106,1/12/2017,Anderson Gomes,Produto G,Boleto Bancário,R$ 165.00,1,,
2107,1/12/2017,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,1,,
2108,1/12/2017,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,1,,
2109,1/12/2017,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
2110,1/13/2017,Clara Nunes,Produto G,Boleto Bancário,R$ 165.00,1,,
2111,1/13/2017,Diana Martins,Produto J,Dinheiro,R$ 66.00,1,,
2112,1/13/2017,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,3,,
2113,1/14/2017,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,1,,
2114,1/14/2017,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,3,,
2115,1/15/2017,Camila Souza,Produto F,Boleto Bancário,R$ 478.50,1,,
2116,1/15/2017,Camila Souza,Produto D,Boleto Bancário,R$ 759.00,1,,
2117,1/15/2017,Camila Souza,Produto G,Dinheiro,R$ 165.00,1,,
2118,1/15/2017,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,2,,
2119,1/15/2017,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
2120,1/16/2017,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
2121,1/16/2017,Anderson Gomes,Produto B,Dinheiro,R$ 577.50,1,,
2122,1/16/2017,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,1,,
2123,1/17/2017,Camila Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
2124,1/17/2017,Clara Nunes,Produto B,Cartão de Crédito,R$ 577.50,3,,
2125,1/17/2017,Anderson Gomes,Produto G,Boleto Bancário,R$ 165.00,1,,
2126,1/17/2017,Felipe Melo,Produto J,Boleto Bancário,R$ 66.00,3,,
2127,1/17/2017,Camila Souza,Produto H,Boleto Bancário,R$ 396.00,1,,
2128,1/18/2017,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,3,,
2129,1/18/2017,Anderson Gomes,Produto D,Boleto Bancário,R$ 759.00,1,,
2130,1/19/2017,Clara Nunes,Produto C,Dinheiro,R$ 148.50,1,,
2131,1/19/2017,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,3,,
2132,1/20/2017,Felipe Melo,Produto B,Boleto Bancário,R$ 577.50,1,,
2133,1/20/2017,Felipe Melo,Produto J,Cartão de Crédito,R$ 66.00,2,,
2134,1/20/2017,Felipe Melo,Produto A,Boleto Bancário,R$ 445.50,3,,
2135,1/21/2017,Anderson Gomes,Produto D,Boleto Bancário,R$ 759.00,1,,
2136,1/21/2017,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,1,,
2137,1/21/2017,Felipe Melo,Produto H,Boleto Bancário,R$ 396.00,3,,
2138,1/22/2017,Clara Nunes,Produto C,Cartão de Crédito,R$ 148.50,1,,
2139,1/23/2017,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,1,,
2140,1/23/2017,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,1,,
2141,1/23/2017,Anderson Gomes,Produto A,Cartão de Crédito,R$ 445.50,3,,
2142,1/24/2017,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,1,,
2143,1/24/2017,Renato Souza,Produto H,Boleto Bancário,R$ 396.00,3,,
2144,1/24/2017,Clara Nunes,Produto A,Cartão de Crédito,R$ 445.50,1,,
2145,1/25/2017,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,3,,
2146,1/25/2017,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,2,,
2147,1/26/2017,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,1,,
2148,1/26/2017,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
2149,1/26/2017,Diana Martins,Produto G,Cartão de Crédito,R$ 165.00,1,,
2150,1/27/2017,Renato Souza,Produto B,Dinheiro,R$ 577.50,1,,
2151,1/27/2017,Anderson Gomes,Produto F,Boleto Bancário,R$ 478.50,1,,
2152,1/27/2017,Camila Souza,Produto C,Boleto Bancário,R$ 148.50,1,,
2153,1/28/2017,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
2154,1/28/2017,Felipe Melo,Produto D,Cartão de Crédito,R$ 759.00,2,,
2155,1/28/2017,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
2156,1/29/2017,Diana Martins,Produto G,Cartão de Crédito,R$ 165.00,3,,
2157,1/30/2017,Anderson Gomes,Produto F,Dinheiro,R$ 478.50,1,,
2158,1/30/2017,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
2159,1/30/2017,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
2160,1/31/2017,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
2161,2/1/2017,Clara Nunes,Produto J,Dinheiro,R$ 66.00,1,,
2162,2/1/2017,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,1,,
2163,2/2/2017,Renato Souza,Produto E,Dinheiro,R$ 709.50,3,,
2164,2/2/2017,Camila Souza,Produto G,Boleto Bancário,R$ 165.00,1,,
2165,2/2/2017,Anderson Gomes,Produto J,Dinheiro,R$ 66.00,3,,
2166,2/3/2017,Camila Souza,Produto E,Boleto Bancário,R$ 709.50,1,,
2167,2/4/2017,Camila Souza,Produto A,Boleto Bancário,R$ 445.50,1,,
2168,2/4/2017,Camila Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
2169,2/4/2017,Camila Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
2170,2/4/2017,Diana Martins,Produto D,Cartão de Crédito,R$ 759.00,1,,
2171,2/4/2017,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,1,,
2172,2/5/2017,Clara Nunes,Produto B,Dinheiro,R$ 577.50,2,,
2173,2/5/2017,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
2174,2/6/2017,Felipe Melo,Produto C,Cartão de Crédito,R$ 148.50,3,,
2175,2/6/2017,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,1,,
2176,2/7/2017,Anderson Gomes,Produto B,Cartão de Crédito,R$ 577.50,3,,
2177,2/8/2017,Clara Nunes,Produto C,Dinheiro,R$ 148.50,2,,
2178,2/8/2017,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,1,,
2179,2/9/2017,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
2180,2/9/2017,Renato Souza,Produto G,Boleto Bancário,R$ 165.00,1,,
2181,2/9/2017,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,1,,
2182,2/10/2017,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
2183,2/10/2017,Camila Souza,Produto J,Boleto Bancário,R$ 66.00,2,,
